,focus_actor,release_date,title,popularity,revenue,vote_average,vote_count,genre_name,age_at_release
0,Samuel L. Jackson,1988-02-12,School Daze,3.159574,0.0,6.2,26.0,Comedy,40.0
1,Samuel L. Jackson,1989-09-15,Sea of Love,11.47316,110879513.0,6.7,141.0,Drama,41.0
2,Samuel L. Jackson,1990-08-03,Mo' Better Blues,3.079862,16153593.0,6.3,47.0,Drama,42.0
3,Samuel L. Jackson,1991-08-18,Johnny Suede,1.354816,0.0,4.7,13.0,Comedy,43.0
4,Samuel L. Jackson,1992-06-04,Patriot Games,19.637704,178051587.0,6.3,433.0,Drama,44.0
5,Samuel L. Jackson,1993-02-04,National Lampoon's Loaded Weapon 1,12.963328,0.0,5.7,157.0,Comedy,45.0
6,Samuel L. Jackson,1993-05-26,Menace II Society,3.4188709999999998,27900000.0,7.2,173.0,Drama,45.0
7,Samuel L. Jackson,1993-06-11,Jurassic Park,40.413191,920100000.0,7.6,4856.0,Adventure,45.0
8,Samuel L. Jackson,1993-09-09,True Romance,35.268557,12281551.0,7.5,749.0,Action,45.0
9,Samuel L. Jackson,1994-10-08,Pulp Fiction,121.463076,213928762.0,8.3,8428.0,Thriller,46.0
10,Samuel L. Jackson,1995-04-21,Kiss of Death,6.908939999999999,0.0,5.7,81.0,Action,47.0
11,Samuel L. Jackson,1995-05-19,Die Hard: With a Vengeance,51.88107700000001,366101666.0,6.9,2066.0,Action,47.0
12,Samuel L. Jackson,1996-07-24,A Time to Kill,25.219804999999997,152266007.0,7.0,509.0,Crime,48.0
13,Samuel L. Jackson,1996-10-11,The Long Kiss Goodnight,15.858629,89456761.0,6.5,314.0,Crime,48.0
14,Samuel L. Jackson,1996-10-11,Trees Lounge,3.443916,0.0,6.7,51.0,Comedy,48.0
15,Samuel L. Jackson,1997-09-07,Eve's Bayou,1.126941,0.0,6.1,27.0,Drama,49.0
16,Samuel L. Jackson,1997-12-24,Jackie Brown,40.631671000000004,39673162.0,7.3,1514.0,Comedy,49.0
17,Samuel L. Jackson,1998-02-13,Sphere,18.659879999999998,13100000.0,5.8,476.0,Science Fiction,50.0
18,Samuel L. Jackson,1998-07-29,The Negotiator,28.725621000000004,44547681.0,6.8,582.0,Action,50.0
19,Samuel L. Jackson,1999-07-28,Deep Blue Sea,22.991269,73648228.0,5.6,604.0,Action,51.0
20,Samuel L. Jackson,2000-06-15,Shaft,19.643365,107196498.0,5.5,308.0,Action,52.0
21,Samuel L. Jackson,2000-11-13,Unbreakable,42.006908,248118121.0,6.9,1946.0,Science Fiction,52.0
22,Samuel L. Jackson,2001-01-19,The Caveman's Valentine,4.722403,0.0,6.0,27.0,Drama,53.0
23,Samuel L. Jackson,2001-12-07,The 51st State,9.670031,14.0,5.9,173.0,Thriller,53.0
24,Samuel L. Jackson,2002-04-07,Changing Lanes,17.270539000000007,94935764.0,5.9,299.0,Action,54.0
25,Samuel L. Jackson,2002-05-15,Star Wars: Episode II - Attack of the Clones,43.987061,649398328.0,6.4,3992.0,Adventure,54.0
26,Samuel L. Jackson,2002-08-09,xXx,46.217769,277448382.0,5.8,1424.0,Action,54.0
27,Samuel L. Jackson,2003-04-18,Basic,19.226763000000002,42792561.0,6.2,286.0,Action,55.0
28,Samuel L. Jackson,2003-08-08,S.W.A.T.,34.052253,116643346.0,5.8,770.0,Action,55.0
29,Samuel L. Jackson,2004-04-16,Kill Bill: Vol. 2,50.622607,152159461.0,7.6,3948.0,Action,56.0
30,Samuel L. Jackson,2004-11-05,The Incredibles,77.817571,631442092.0,7.4,5152.0,Action,56.0
31,Samuel L. Jackson,2005-01-14,Coach Carter,23.234651,76669806.0,7.3,496.0,Drama,57.0
32,Samuel L. Jackson,2005-04-27,xXx: State of the Union,36.689223,71073932.0,4.7,549.0,Action,57.0
33,Samuel L. Jackson,2005-05-17,Star Wars: Episode III - Revenge of the Sith,44.108427,850000000.0,7.1,4116.0,Science Fiction,57.0
34,Samuel L. Jackson,2005-08-05,My Date with Drew,1.9298830000000002,0.0,6.3,16.0,Documentary,57.0
35,Samuel L. Jackson,2005-09-08,The Man,6.925644999999999,12382362.0,5.4,133.0,Action,57.0
36,Samuel L. Jackson,2006-08-06,Snakes on a Plane,19.642328,62022014.0,5.1,497.0,Action,58.0
37,Samuel L. Jackson,2006-12-01,Farce of the Penguins,1.9632189999999998,0.0,3.2,13.0,Comedy,58.0
38,Samuel L. Jackson,2006-12-08,Black Snake Moan,11.429607,10903846.0,6.6,243.0,Drama,58.0
39,Samuel L. Jackson,2007-06-14,Resurrecting the Champ,4.898437,0.0,5.9,60.0,Drama,59.0
40,Samuel L. Jackson,2007-07-12,1408,35.169779,94679598.0,6.5,1343.0,Horror,59.0
41,Samuel L. Jackson,2008-02-10,Jumper,21.218000000000004,222231186.0,5.9,1799.0,Adventure,60.0
42,Samuel L. Jackson,2008-09-19,Lakeview Terrace,20.495749,27640028.0,5.9,292.0,Drama,60.0
43,Samuel L. Jackson,2008-11-07,Soul Men,5.483671,0.0,6.3,47.0,Comedy,60.0
44,Samuel L. Jackson,2008-12-25,The Spirit,14.84856,39031337.0,4.7,320.0,Action,60.0
45,Samuel L. Jackson,2009-10-15,Astro Boy,24.857079000000002,44091067.0,6.1,409.0,Animation,61.0
46,Samuel L. Jackson,2009-11-07,Mother and Child,5.517597,0.0,6.7,46.0,Drama,61.0
47,Samuel L. Jackson,2010-04-28,Iron Man 2,77.30019399999998,623933331.0,6.6,6849.0,Adventure,62.0
48,Samuel L. Jackson,2010-08-06,The Other Guys,24.399642,170432927.0,6.1,1383.0,Action,62.0
49,Samuel L. Jackson,2011-07-22,Captain America: The First Avenger,74.50624599999998,370569774.0,6.6,7047.0,Action,63.0
50,Samuel L. Jackson,2012-06-05,Zambezia,14.182301,0.0,5.3,68.0,Comedy,64.0
51,Samuel L. Jackson,2012-12-25,Django Unchained,82.121691,425368238.0,7.8,10099.0,Drama,64.0
52,Samuel L. Jackson,2013-07-11,Turbo,44.765377,282570682.0,6.1,1074.0,Animation,65.0
53,Samuel L. Jackson,2014-01-30,RoboCop,66.757869,242688965.0,5.7,2342.0,Action,66.0
54,Samuel L. Jackson,2014-03-20,Captain America: The Winter Soldier,72.22526500000002,714766572.0,7.6,5764.0,Action,66.0
55,Samuel L. Jackson,2015-04-22,Avengers: Age of Ultron,134.27922900000002,1405403694.0,7.3,6767.0,Action,67.0
56,Samuel L. Jackson,2015-12-25,The Hateful Eight,68.717016,155760117.0,7.6,4274.0,Crime,67.0
57,Samuel L. Jackson,2016-06-29,The Legend of Tarzan,42.741719,356743061.0,5.5,2430.0,Action,68.0
0,Robert De Niro,1973-10-02,Mean Streets,17.002095999999998,3000000.0,7.2,345.0,Drama,30.0
1,Robert De Niro,1974-12-20,The Godfather: Part II,105.79293600000001,47542841.0,8.3,3338.0,Drama,31.0
2,Robert De Niro,1976-02-07,Taxi Driver,58.845025,28262574.0,8.0,2535.0,Crime,33.0
3,Robert De Niro,1977-06-21,"New York, New York",3.876242,0.0,6.1,67.0,Drama,34.0
4,Robert De Niro,1978-12-08,The Deer Hunter,19.786392000000006,50000000.0,7.8,921.0,Drama,35.0
5,Robert De Niro,1980-11-14,Raging Bull,35.524457,23000000.0,7.7,938.0,Drama,37.0
6,Robert De Niro,1984-02-16,Once Upon a Time in America,49.336397,0.0,8.2,1069.0,Drama,41.0
7,Robert De Niro,1985-02-20,Brazil,41.089863,0.0,7.5,861.0,Comedy,42.0
8,Robert De Niro,1987-06-02,The Untouchables,38.272889,76270454.0,7.6,1384.0,Crime,44.0
9,Robert De Niro,1988-07-20,Midnight Run,12.821328999999999,38413606.0,7.2,238.0,Adventure,45.0
10,Robert De Niro,1989-12-15,We're No Angels,9.927017999999999,0.0,5.6,105.0,Comedy,46.0
11,Robert De Niro,1990-09-12,GoodFellas,63.65424399999999,46836394.0,8.2,3128.0,Drama,47.0
12,Robert De Niro,1991-11-15,Cape Fear,27.714043,182300000.0,7.0,675.0,Crime,48.0
13,Robert De Niro,1995-11-22,Casino,40.06688,116112375.0,7.8,1307.0,Drama,52.0
14,Robert De Niro,1996-08-15,The Fan,4.3664879999999995,18626419.0,5.7,194.0,Drama,53.0
15,Robert De Niro,1996-10-18,Sleepers,16.245068,165615285.0,7.3,715.0,Crime,53.0
16,Robert De Niro,1996-12-18,Marvin's Room,6.130231,0.0,6.6,124.0,Drama,53.0
17,Robert De Niro,1997-08-15,Cop Land,19.284129,44862187.0,6.6,382.0,Action,54.0
18,Robert De Niro,1997-12-24,Jackie Brown,40.631671000000004,39673162.0,7.3,1514.0,Comedy,54.0
19,Robert De Niro,1997-12-25,Wag the Dog,13.581966,64256513.0,6.7,270.0,Comedy,54.0
20,Robert De Niro,1998-09-25,Ronin,32.657488,41610884.0,6.7,658.0,Action,55.0
21,Robert De Niro,1999-03-05,Analyze This,29.415228999999997,176885658.0,6.4,503.0,Comedy,56.0
22,Robert De Niro,1999-11-26,Flawless,5.271559,4488529.0,5.9,56.0,Comedy,56.0
23,Robert De Niro,2000-06-30,The Adventures of Rocky & Bullwinkle,8.981427,35134820.0,3.9,87.0,Action,57.0
24,Robert De Niro,2000-09-13,Men of Honor,24.147269,48814909.0,7.0,544.0,Drama,57.0
25,Robert De Niro,2000-10-06,Meet the Parents,29.97224000000001,330444045.0,6.6,1698.0,Comedy,57.0
26,Robert De Niro,2001-03-01,15 Minutes,15.205371,56359980.0,5.7,191.0,Action,58.0
27,Robert De Niro,2001-07-13,The Score,22.572323,71069884.0,6.7,423.0,Action,58.0
28,Robert De Niro,2002-09-06,City By The Sea,3.4769660000000004,22433915.0,5.7,92.0,Crime,59.0
29,Robert De Niro,2002-12-06,Analyze That,21.08952,55003135.0,5.7,380.0,Comedy,59.0
30,Robert De Niro,2004-01-01,The Bridge of San Luis Rey,0.515677,0.0,5.4,15.0,Romance,61.0
31,Robert De Niro,2004-04-30,Godsend,12.10235,30114487.0,4.7,114.0,Drama,61.0
32,Robert De Niro,2004-06-25,Fahrenheit 9/11,16.20985,119114517.0,6.8,397.0,Documentary,61.0
33,Robert De Niro,2004-09-20,Shark Tale,47.094369,367275019.0,5.8,1557.0,Animation,61.0
34,Robert De Niro,2004-12-22,Meet the Fockers,32.829538,516642939.0,6.1,1373.0,Comedy,61.0
35,Robert De Niro,2005-01-27,Hide and Seek,18.228538,122644820.0,6.1,440.0,Horror,62.0
36,Robert De Niro,2007-08-09,Stardust,48.03273400000001,135560026.0,7.1,1184.0,Adventure,64.0
37,Robert De Niro,2008-09-11,Righteous Kill,18.380176000000002,73174566.0,5.9,375.0,Action,65.0
38,Robert De Niro,2008-10-17,What Just Happened,8.31653,6673422.0,5.2,127.0,Comedy,65.0
39,Robert De Niro,2009-12-04,Everybody's Fine,15.440465,0.0,6.5,284.0,Drama,66.0
40,Robert De Niro,2010-09-01,Machete,26.396190999999998,31327899.0,6.3,1150.0,Action,67.0
41,Robert De Niro,2010-10-07,Stone,12.445176,9479718.0,5.2,192.0,Drama,67.0
42,Robert De Niro,2010-12-21,Little Fockers,32.389353,310650585.0,5.4,1060.0,Comedy,67.0
43,Robert De Niro,2011-09-23,Killer Elite,29.50148900000001,57777106.0,6.1,695.0,Action,68.0
44,Robert De Niro,2011-12-08,New Year's Eve,21.219292000000006,142044638.0,5.7,718.0,Comedy,68.0
45,Robert De Niro,2012-03-02,Red Lights,22.748174,13551174.0,6.0,376.0,Thriller,69.0
46,Robert De Niro,2012-09-08,Silver Linings Playbook,63.599973,205738714.0,6.9,4742.0,Drama,69.0
47,Robert De Niro,2013-04-25,The Big Wedding,18.843320000000002,21819348.0,5.7,414.0,Comedy,70.0
48,Robert De Niro,2013-10-31,Last Vegas,28.04350800000001,134402450.0,6.4,799.0,Comedy,70.0
49,Robert De Niro,2013-12-25,Grudge Match,21.362949,44907260.0,6.0,433.0,Comedy,70.0
50,Robert De Niro,2015-09-24,The Intern,53.114573,194564672.0,7.1,1881.0,Comedy,72.0
51,Robert De Niro,2015-11-13,Heist,15.079993,4100000.0,5.6,318.0,Crime,72.0
52,Robert De Niro,2015-12-24,Joy,29.876507,101134059.0,6.4,1581.0,Drama,72.0
53,Robert De Niro,2016-01-21,Dirty Grandpa,56.805781,94073028.0,5.7,1406.0,Comedy,73.0
54,Robert De Niro,2016-08-26,Hands of Stone,7.444189,0.0,6.1,109.0,Drama,73.0
0,Morgan Freeman,1989-12-13,Driving Miss Daisy,19.585801,145793296.0,7.0,350.0,Comedy,52.0
1,Morgan Freeman,1989-12-15,Glory,16.102271,26828365.0,7.4,383.0,War,52.0
2,Morgan Freeman,1991-06-14,Robin Hood: Prince of Thieves,28.803728999999997,390493908.0,6.6,909.0,Adventure,54.0
3,Morgan Freeman,1992-08-07,Unforgiven,37.380435,159157447.0,7.7,1113.0,Western,55.0
4,Morgan Freeman,1994-09-23,The Shawshank Redemption,136.747729,28341469.0,8.5,8205.0,Drama,57.0
5,Morgan Freeman,1995-03-10,Outbreak,30.397496000000004,189859560.0,6.3,513.0,Action,58.0
6,Morgan Freeman,1995-09-22,Se7en,79.579532,327311859.0,8.1,5765.0,Crime,58.0
7,Morgan Freeman,1996-08-02,Chain Reaction,20.588620000000002,60209334.0,5.3,284.0,Action,59.0
8,Morgan Freeman,1997-10-03,Kiss the Girls,18.913,60527873.0,6.2,345.0,Drama,60.0
9,Morgan Freeman,1997-12-03,Amistad,3.6982760000000003,74000000.0,6.8,316.0,Drama,60.0
10,Morgan Freeman,1998-01-16,Hard Rain,10.930537,19870567.0,5.5,179.0,Thriller,61.0
11,Morgan Freeman,1998-05-08,Deep Impact,34.070054,140464664.0,5.9,855.0,Action,61.0
12,Morgan Freeman,2000-09-08,Nurse Betty,3.572339,0.0,5.9,111.0,Comedy,63.0
13,Morgan Freeman,2001-04-06,Along Came a Spider,21.252797,105178561.0,6.1,400.0,Crime,64.0
14,Morgan Freeman,2002-04-03,High Crimes,14.046705,63781810.0,6.1,184.0,Drama,65.0
15,Morgan Freeman,2002-05-31,The Sum of All Fears,22.392544,193000000.0,5.9,437.0,Thriller,65.0
16,Morgan Freeman,2003-03-21,Dreamcatcher,26.792794,75715436.0,5.3,567.0,Drama,66.0
17,Morgan Freeman,2003-05-23,Bruce Almighty,109.68478799999998,484572835.0,6.4,3012.0,Fantasy,66.0
18,Morgan Freeman,2004-01-30,The Big Bounce,6.397387999999999,6808550.0,5.0,76.0,Comedy,67.0
19,Morgan Freeman,2004-12-15,Million Dollar Baby,70.456012,216763646.0,7.7,2439.0,Drama,67.0
20,Morgan Freeman,2005-01-26,March of the Penguins,17.537154,127392239.0,6.9,358.0,Documentary,68.0
21,Morgan Freeman,2005-02-02,Unleashed,25.999888000000002,50871113.0,6.6,518.0,Action,68.0
22,Morgan Freeman,2005-06-10,Batman Begins,115.040024,374218673.0,7.5,7359.0,Action,68.0
23,Morgan Freeman,2005-06-28,War of the Worlds,48.572726,591739379.0,6.2,2322.0,Adventure,68.0
24,Morgan Freeman,2005-09-09,An Unfinished Life,6.353971,18618284.0,6.7,161.0,Drama,68.0
25,Morgan Freeman,2006-02-24,Lucky Number Slevin,36.921445,56308881.0,7.4,1323.0,Drama,69.0
26,Morgan Freeman,2007-06-09,Evan Almighty,27.082182,173000000.0,5.3,1151.0,Fantasy,70.0
27,Morgan Freeman,2007-12-25,The Bucket List,31.305335999999997,175372502.0,7.0,1111.0,Drama,70.0
28,Morgan Freeman,2008-06-19,Wanted,73.82289,258270008.0,6.4,2528.0,Action,71.0
29,Morgan Freeman,2008-07-16,The Dark Knight,187.322927,1004558444.0,8.2,12002.0,Drama,71.0
30,Morgan Freeman,2009-12-10,Invictus,23.85119,122233971.0,7.0,1125.0,Drama,72.0
31,Morgan Freeman,2010-10-13,RED,41.430245,71664962.0,6.6,2808.0,Action,73.0
32,Morgan Freeman,2011-09-23,Dolphin Tale,6.638389999999999,95404397.0,6.7,163.0,Drama,74.0
33,Morgan Freeman,2012-07-16,The Dark Knight Rises,112.31295,1084939099.0,7.6,9106.0,Action,75.0
34,Morgan Freeman,2013-03-20,Olympus Has Fallen,59.428222999999996,161025640.0,6.2,2981.0,Action,76.0
35,Morgan Freeman,2013-04-10,Oblivion,67.698004,286168572.0,6.4,4800.0,Action,76.0
36,Morgan Freeman,2013-05-29,Now You See Me,71.124686,117698894.0,7.3,5487.0,Thriller,76.0
37,Morgan Freeman,2013-10-31,Last Vegas,28.04350800000001,134402450.0,6.4,799.0,Comedy,76.0
38,Morgan Freeman,2014-02-06,The Lego Movie,59.54792800000001,469160692.0,7.5,3070.0,Adventure,77.0
39,Morgan Freeman,2014-04-16,Transcendence,58.991388,103039258.0,5.9,2295.0,Thriller,77.0
40,Morgan Freeman,2014-07-14,Lucy,115.241998,126546825.0,6.3,5878.0,Action,77.0
41,Morgan Freeman,2014-09-12,Dolphin Tale 2,6.967857,52424533.0,6.7,96.0,Family,77.0
42,Morgan Freeman,2015-06-25,Ted 2,68.734513,217022588.0,6.2,2463.0,Comedy,78.0
43,Morgan Freeman,2016-03-02,London Has Fallen,61.849520999999996,205754447.0,5.8,1621.0,Action,79.0
44,Morgan Freeman,2016-06-02,Now You See Me 2,51.535701,334901337.0,6.7,3235.0,Action,79.0
45,Morgan Freeman,2016-08-17,Ben-Hur,29.608321999999998,94061311.0,5.3,621.0,Drama,79.0
0,Bruce Willis,1988-07-15,Die Hard,66.169628,140767956.0,7.5,3948.0,Action,33.0
1,Bruce Willis,1990-07-02,Die Hard 2,57.69846999999999,240031094.0,6.6,1896.0,Action,35.0
2,Bruce Willis,1991-05-23,Hudson Hawk,16.803457,17218080.0,5.4,269.0,Action,36.0
3,Bruce Willis,1992-07-30,Death Becomes Her,29.498303999999997,149022650.0,6.3,636.0,Fantasy,37.0
4,Bruce Willis,1994-10-08,Pulp Fiction,121.463076,213928762.0,8.3,8428.0,Thriller,39.0
5,Bruce Willis,1995-05-19,Die Hard: With a Vengeance,51.88107700000001,366101666.0,6.9,2066.0,Action,40.0
6,Bruce Willis,1995-12-09,Four Rooms,22.87623,4300000.0,6.5,530.0,Crime,40.0
7,Bruce Willis,1996-12-15,Beavis and Butt-Head Do America,12.60629,0.0,6.5,168.0,Animation,41.0
8,Bruce Willis,1997-05-07,The Fifth Element,109.528572,263920180.0,7.3,3885.0,Adventure,42.0
9,Bruce Willis,1997-11-14,The Jackal,19.747459,159330280.0,6.1,527.0,Action,42.0
10,Bruce Willis,1998-04-03,Mercury Rising,18.877795000000006,0.0,6.0,368.0,Action,43.0
11,Bruce Willis,1998-07-01,Armageddon,58.485967,553799566.0,6.4,2482.0,Action,43.0
12,Bruce Willis,1998-11-06,The Siege,20.089933,116672912.0,6.0,352.0,Drama,43.0
13,Bruce Willis,1999-02-13,Breakfast of Champions,2.695896,0.0,5.2,28.0,Comedy,44.0
14,Bruce Willis,1999-08-06,The Sixth Sense,73.085576,672806292.0,7.7,3147.0,Mystery,44.0
15,Bruce Willis,1999-10-13,The Story of Us,6.22577,58900031.0,5.9,75.0,Comedy,44.0
16,Bruce Willis,2000-02-18,The Whole Nine Yards,23.441135,106371651.0,6.2,531.0,Comedy,45.0
17,Bruce Willis,2000-07-07,The Kid,18.281798000000002,69700000.0,6.0,238.0,Fantasy,45.0
18,Bruce Willis,2000-11-13,Unbreakable,42.006908,248118121.0,6.9,1946.0,Science Fiction,45.0
19,Bruce Willis,2001-10-12,Bandits,24.353302,67631903.0,6.2,302.0,Action,46.0
20,Bruce Willis,2002-02-15,Hart's War,14.244518,32287044.0,5.9,241.0,Drama,47.0
21,Bruce Willis,2003-03-07,Tears of the Sun,27.055085,85632458.0,6.4,573.0,Action,48.0
22,Bruce Willis,2004-04-07,The Whole Ten Yards,14.729385999999998,26155781.0,5.5,278.0,Comedy,49.0
23,Bruce Willis,2005-03-09,Hostage,23.663713,77944725.0,6.2,512.0,Mystery,50.0
24,Bruce Willis,2005-04-01,Sin City,66.003433,158733820.0,7.2,2691.0,Action,50.0
25,Bruce Willis,2006-02-24,Lucky Number Slevin,36.921445,56308881.0,7.4,1323.0,Drama,51.0
26,Bruce Willis,2006-03-01,16 Blocks,32.31022,65664721.0,6.2,661.0,Action,51.0
27,Bruce Willis,2006-04-22,Over the Hedge,36.32705,343397247.0,6.3,1074.0,Comedy,51.0
28,Bruce Willis,2007-06-20,Live Free or Die Hard,48.933370000000004,383531464.0,6.4,2089.0,Action,52.0
29,Bruce Willis,2008-10-17,What Just Happened,8.31653,6673422.0,5.2,127.0,Comedy,53.0
30,Bruce Willis,2009-09-24,Surrogates,36.664991,122444772.0,5.9,1195.0,Action,54.0
31,Bruce Willis,2010-02-26,Cop Out,25.825771,55583804.0,5.3,511.0,Action,55.0
32,Bruce Willis,2010-10-13,RED,41.430245,71664962.0,6.6,2808.0,Action,55.0
33,Bruce Willis,2012-04-04,The Cold Light of Day,15.131867000000002,16863583.0,4.8,271.0,Action,57.0
34,Bruce Willis,2012-05-16,Moonrise Kingdom,41.083914,68263166.0,7.6,1662.0,Comedy,57.0
35,Bruce Willis,2012-08-08,The Expendables 2,53.73289200000001,312573423.0,6.1,2896.0,Action,57.0
36,Bruce Willis,2012-09-26,Looper,46.377628,47042000.0,6.6,4697.0,Action,57.0
37,Bruce Willis,2013-02-06,A Good Day to Die Hard,65.40259499999999,304654182.0,5.2,3493.0,Action,58.0
38,Bruce Willis,2013-03-26,G.I. Joe: Retaliation,59.325589,371876278.0,5.4,3025.0,Adventure,58.0
39,Bruce Willis,2013-07-18,RED 2,44.34333,0.0,6.4,1526.0,Action,58.0
40,Bruce Willis,2014-08-20,Sin City: A Dame to Kill For,85.428395,39407616.0,6.3,1286.0,Crime,59.0
41,Bruce Willis,2014-08-22,The Prince,21.638673,266586800.0,4.6,218.0,Thriller,59.0
0,Matt Damon,1988-10-13,Mystic Pizza,6.379933,0.0,5.9,123.0,Comedy,18.0
1,Matt Damon,1996-07-04,Courage Under Fire,12.971122,100860818.0,6.2,232.0,Drama,26.0
2,Matt Damon,1997-04-04,Chasing Amy,20.601482999999998,12021272.0,6.7,433.0,Comedy,27.0
3,Matt Damon,1997-11-18,The Rainmaker,12.229516,45916769.0,6.7,235.0,Drama,27.0
4,Matt Damon,1997-12-05,Good Will Hunting,43.734885999999996,225933435.0,7.9,2811.0,Drama,27.0
5,Matt Damon,1998-07-24,Saving Private Ryan,76.04186700000002,481840909.0,7.9,5048.0,Drama,28.0
6,Matt Damon,1998-09-11,Rounders,18.422007999999998,22921898.0,6.9,439.0,Drama,28.0
7,Matt Damon,1999-11-12,Dogma,14.543435,30652890.0,6.8,823.0,Fantasy,29.0
